R0,vaccine_failure,coverage,phi,SU,SV,IU,IV,RU,RV,fV,incidence_U,incidence_V
15,0.03,0.76,0.37,300432.875445249,70186.9008689638,718.783678359305,54.0270794678765,2098848.34087639,7529759.07205157,0.0699098439309746,262.445890560941,19.7266373907084
15,0.03,0.76,0.38,296340.404595904,70796.3375869267,720.184729650722,53.8184397143864,2102939.41067444,7529149.84397336,0.0695325831269297,262.95744941372,19.6504578007153
15,0.03,0.76,0.39,292356.987769679,71422.1769197885,721.548446492404,53.6041845527764,2106921.46378383,7528524.21889566,0.0691530705127053,263.455376525539,19.5722278848325
15,0.03,0.76,0.4,288478.345160624,72064.8313450068,722.876294005916,53.3841727665488,2110798.77854537,7527881.78448223,0.0687709538893684,263.94020684891,19.4918960813861
15,0.03,0.76,0.41,284700.41603674,72724.7416515587,724.169662436885,53.1582534576929,2114575.41430082,7527222.10009498,0.068385879846495,264.412447997268,19.4094072937401
15,0.03,0.76,0.42,281019.345022429,73402.3780999294,725.42987159233,52.9262656269663,2118255.22510598,7526544.69563444,0.0679974925309219,264.872581865149,19.3247027370461
15,0.03,0.76,0.43,277431.469349976,74098.2417222474,726.658175471032,52.6880377508719,2121841.87247455,7525849.07024,0.0676054324214314,265.321066318861,19.2377197837871
15,0.03,0.76,0.44,273933.307056523,74812.8657757215,727.855766201484,52.443387276148,2125338.83717727,7525134.690837,0.0672093350895212,265.758336634317,19.1483917792035
15,0.03,0.76,0.45,270521.546037927,75546.8173586642,729.023777452351,52.192120040823,2128749.43018462,7524400.99052129,0.0668088299384346,266.18480674229,19.0566478299055
15,0.03,0.76,0.46,267193.033860085,76300.6991988632,730.163288612587,51.934029713645,2132076.8028513,7523647.36677142,0.0664035389160893,266.600870754671,18.9624125991946
15,0.03,0.76,0.47,263944.768306205,77075.1516308981,731.275327512551,51.6688970786024,2135323.95636628,7522873.17947202,0.0659930751843575,267.00690395802,18.8656060458247
15,0.03,0.76,0.48,260773.888568438,77870.8547757265,732.360873450852,51.3964892907167,2138493.75055811,7522077.74873498,0.0655770417402304,267.403263918742,18.7661431522729
15,0.03,0.76,0.49,257677.667052212,78688.5309419643,733.420860328951,51.1165590768465,2141588.91208746,7521260.35249896,0.065155029973665,267.790291627608,18.6639336329336
15,0.03,0.76,0.5,254653.501740883,79528.9472690231,734.456178797604,50.8288437973327,2144612.04208032,7520420.22388718,0.0647266181511666,268.168312283475,18.5588815915011
15,0.03,0.76,0.51,251698.909062972,80392.9186344791,735.467679212449,50.5330644877855,2147565.62325782,7519556.54830103,0.0642913698146038,268.537636372446,18.4508851711027
15,0.03,0.76,0.52,248811.517247598,81281.3108541161,736.456173478371,50.2289247325965,2150452.02657892,7518668.46022115,0.0638488320762961,268.89856034129,18.3398361429893
15,0.03,0.76,0.53,245989.060104214,82195.0442030473,737.422437442358,49.9161094790776,2153273.51745834,7517755.03968747,0.0633985338000458,269.251367471141,18.2256194735482
15,0.03,0.76,0.54,243229.371227282,83135.0972948981,738.367212820529,49.5942837031198,2156032.2615599,7516815.3084214,0.062939983643771,269.596328581096,18.1081128371016
15,0.03,0.76,0.55,240530.378551315,84102.5113555475,739.291208951226,49.2630909407343,2158730.33023973,7515848.22555351,0.0624726679538541,269.933702668316,17.9871860797356
15,0.03,0.76,0.56,237890.099271298,85098.3949395478,740.195104644318,48.922151679525,2161369.70562406,7514852.68290877,0.0619960484800855,270.263737583257,17.8627006319866
15,0.03,0.76,0.57,235306.635069004,86123.9291386999,741.079549786905,48.5710615750313,2163952.28538121,7513827.49979972,0.0615095598941654,270.586670615944,17.7345088575833
15,0.03,0.76,0.58,232778.167651666,87180.3733441428,741.945166808974,48.2093894726708,2166479.88718153,7512771.41726638,0.0610126070771994,270.902729031127,17.6024533312089
15,0.03,0.76,0.59,230302.954558422,88269.0716288051,742.792552322472,47.8366752360325,2168954.25288926,7511683.09169596,0.0605045621495098,271.212130666743,17.4663660455564
