R0,vaccine_failure,coverage,assortativity,SU,SV,IU,IV,RU,RV,fV,incidence_U,incidence_V
4,0.03,0.18,0.98,2057391.0559943,51168.8728394104,2102.91302840995,0.969232101962697,6140506.0309773,1748830.15792849,0.000460687425410804,767.826119498183,0.35389087122913
4,0.03,0.19,0,2482530.34253452,17469.6579659837,1923.13239353207,13.5331538804107,5615546.52507195,1882516.80888014,0.00698786318499438,702.183715188397,4.94129281058494
4,0.03,0.19,0.266673269157703,2342702.39335192,20958.9792977306,1971.00225835408,12.338589742735,5755326.60438973,1879028.68211253,0.00622111411388261,719.662199581533,4.50512757981611
4,0.03,0.19,0.392305325416338,2281966.89533798,23262.4578450432,1991.7949587999,11.5499972546474,5816041.30970322,1876725.9921577,0.0057653561957669,727.254134331813,4.21719274760315
4,0.03,0.19,0.598779134946017,2188417.5177802,28657.3701436516,2023.82144913266,9.70305707422621,5909558.66077066,1871332.92679927,0.00477154666423236,738.947806614561,3.54282871422684
4,0.03,0.19,0.9,2063883.56141821,45076.6338348771,2066.45548033833,4.08194666305188,6034049.98310145,1854919.28421846,0.0019714430706831,754.514557258532,1.49042077534682
4,0.03,0.19,0.98,2032708.2587625,54046.0347516526,2077.12827642239,1.01128552542221,6065214.61296108,1845952.95396282,0.00048663022635224,758.411461928724,0.369245627469783
4,0.03,0.2,0,2481389.57845109,18610.4218383832,1889.28806184274,14.1696604638205,5516721.13348707,1981375.40850115,0.00744416873449132,689.826303580329,5.17369727685247
4,0.03,0.2,0.266673269157703,2333068.99945347,22276.0949993285,1940.06538791256,12.9147226932484,5664990.93515862,1977710.99027798,0.00661282858085141,708.366374761574,4.71548812337234
4,0.03,0.2,0.392305325416338,2268973.91194901,24697.8092401977,1962.00824254801,12.0856524084559,5729064.07980844,1975290.10510739,0.00612212642941301,716.378259560342,4.41277383563744
4,0.03,0.2,0.598779134946017,2170639.5171001,30367.6531182135,1995.67288972166,10.1445898751342,5827364.81001018,1969622.20229191,0.0050575837424517,728.670063859621,3.70404337815837
4,0.03,0.2,0.9,2040468.96180012,47571.8925769239,2040.23660227344,4.25474412079142,5957490.80159761,1952423.85267896,0.00208107709934567,744.941389405089,1.55351344710397
4,0.03,0.2,0.98,2008015.58496408,56926.8714206861,2051.34693679444,1.05208092362895,5989933.06809912,1943072.07649839,0.000512610323112846,748.99805029707,0.384141047240019
4,0.03,0.21,0,2480221.02203487,19778.9777706578,1855.4532471809,14.7966524775186,5417923.52471795,2080206.22557686,0.00791159110887856,677.472366876927,5.40262773585397
4,0.03,0.21,0.266673269157703,2323276.73467972,23618.6860172194,1909.18290859742,13.4821342196819,5574814.08241169,2076367.83184856,0.0070122116538447,697.090409501632,4.92266425696135
4,0.03,0.21,0.392305325416338,2255807.89767844,26157.7499523971,1932.28075424828,12.6128893936841,5642259.82156731,2073829.63715821,0.00648513065735844,705.524010394905,4.6052812398689
4,0.03,0.21,0.598779134946017,2152711.21493835,32100.7091172904,1967.57575113511,10.5783261850561,5745321.20931051,2067888.71255652,0.00534757444141397,718.411096133207,3.86241134831863
4,0.03,0.21,0.9,2017007.2095049,50080.091478333,2014.03382178373,4.42311144486713,5880978.75667332,2049915.48541022,0.00219133307827985,735.374099178785,1.61498856630711
4,0.03,0.21,0.98,1983313.02732312,59811.3902137769,2025.56897146381,1.09161573270094,5914661.40370541,2040187.51817049,0.000538627799641072,739.585870705723,0.39857619440243
4,0.03,0.22,0,2479023.64511609,20976.3539202129,1821.62830333004,15.4137779512542,5319154.72658058,2179008.23230184,0.00839054157131959,665.122034253382,5.62795567445168
4,0.03,0.22,0.266673269157703,2313321.63876346,24987.4421750451,1878.35620025994,14.0405883485061,5484800.00503628,2174998.51723661,0.00741947377686614,685.83480761991,5.12656982074828
