R0,vaccine_failure,coverage,phi,SU,SV,IU,IV,RU,RV,fV,incidence_U,incidence_V
15,0.03,0.916,0.09,302192.781505918,142021.492993009,184.117500667148,45.4565242192628,537623.100993414,9017933.05048277,0.198003777830501,67.2259024310924,16.5973134055583
15,0.03,0.916,0.1,288770.759093752,141181.944022649,188.712509627053,45.743942453598,551040.52839662,9018772.3120349,0.195106349378104,68.9036550775776,16.70225698837
15,0.03,0.916,0.11,276440.279100733,140503.02811217,192.933831160785,45.9763683219507,563366.787068107,9019450.99551951,0.192442049027183,70.4449651025817,16.7871214835523
15,0.03,0.916,0.12,265080.486505427,139963.086607452,196.822839275308,46.1612165008048,574722.690655297,9019990.75217605,0.189976319036086,71.8649391903966,16.8546141748564
15,0.03,0.916,0.13,254586.397728786,139544.311982209,200.415474912231,46.3045833637286,585213.186796302,9020409.38343443,0.187680659964568,73.1767002773282,16.9069610006814
15,0.03,0.916,0.14,244866.689319849,139231.962054224,203.743002610714,46.4115158964318,594929.56767754,9020721.62642988,0.185531391451185,74.3916638282368,16.9460047416847
15,0.03,0.916,0.15,235841.757262959,139013.7527179,206.83267468941,46.4862195442642,603951.410062351,9020939.76106256,0.183508694386542,75.5197803459708,16.9732809110995
15,0.03,0.916,0.16,227442.041205291,138879.385548342,209.708304978916,46.5322199460513,612348.25048973,9021074.08223171,0.181595865680017,76.5697448554267,16.990076807802
15,0.03,0.916,0.17,219606.591136079,138820.177790014,212.390759637584,46.5524896331301,620181.018104283,9021133.26972036,0.179778734391571,77.5491761126728,16.9974777772966
15,0.03,0.916,0.18,212281.847934773,138828.770510069,214.898374535548,46.5495479218678,627503.253690691,9021124.67994201,0.178045201064659,78.4647690022919,16.996403684972
15,0.03,0.916,0.19,205420.608613343,138898.896811192,217.247309605692,46.5255402885851,634362.144077051,9021054.57764852,0.176384871707733,79.3224239197784,16.9876378978696
15,0.03,0.916,0.2,198981.149026588,139025.196499433,219.45184902866,46.4823017832051,640799.399124383,9020928.32119879,0.174788764967945,80.1273563765894,16.9718504385928
15,0.03,0.916,0.21,192926.47979018,139203.066920964,221.524656026656,46.4214081096945,646851.995553793,9020750.51167093,0.173249076299445,80.8841900317327,16.9496166360522
